City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,acarau,-2.8856,-40.12,27.21,78,100,5.63,BR,1675260333
296,hambantota,6.1241,81.1185,26.19,100,40,1.54,LK,1675259935
297,voh,-20.9667,164.7,23.28,78,86,1.02,NC,1675260340
298,sibolga,1.7427,98.7792,26.03,84,100,1.1,ID,1675260341
299,vestmanna,62.1564,-7.1664,1.51,87,75,3.6,FO,1675260343
300,rapar,23.5667,70.6333,20.59,28,0,3.82,IN,1675260343
301,banff,51.1762,-115.5698,-7.43,79,100,3.6,CA,1675260344
302,rio verde de mato grosso,-18.9181,-54.8442,26.7,75,87,2.75,BR,1675260345
303,lavrentiya,65.5833,-171.0,-10.74,96,97,1.0,RU,1675260345
304,havelock,34.8791,-76.9013,13.3,89,100,4.12,US,1675259950
305,labrea,-7.2586,-64.7981,26.93,77,91,1.25,BR,1675260346
306,torbay,47.6666,-52.7314,-7.01,82,75,7.72,CA,1675259953
307,bucerias,20.75,-105.3333,17.77,86,100,1.5,MX,1675260117
308,mogadishu,2.0371,45.3438,27.93,74,20,6.69,SO,1675260348
309,batavia,41.85,-88.3126,-11.16,75,0,3.09,US,1675260228
310,paamiut,61.994,-49.6678,-12.49,73,14,5.13,GL,1675259882
311,san jeronimo,-11.9472,-75.2829,10.63,82,100,1.34,PE,1675260349
312,saldanha,-33.0117,17.9442,26.03,75,30,7.84,ZA,1675259982
313,ulladulla,-35.35,150.4667,18.92,86,100,1.02,AU,1675260350
314,hovd,48.0056,91.6419,-17.11,90,100,0.57,MN,1675260350
315,kalmunai,7.4167,81.8167,25.03,81,99,7.41,LK,1675260351
316,vila franca do campo,37.7167,-25.4333,15.23,65,10,3.88,PT,1675260352
317,namikupa,-10.8333,39.6,26.1,83,98,2.57,TZ,1675260352
318,dhidhdhoo,6.8833,73.1,26.8,76,100,6.16,MV,1675260353
319,lorengau,-2.0226,147.2712,27.6,79,100,4.28,PG,1675259908
320,muhos,64.808,25.9931,-3.12,99,81,1.4,FI,1675260354
321,nusaybin,37.0778,41.2178,8.77,81,75,5.14,TR,1675260354
322,tigil,57.8,158.6667,-24.47,98,50,2.02,RU,1675260355
323,tual,-5.6667,132.75,28.26,78,99,5.02,ID,1675260355
324,anloga,5.7947,0.8973,29.23,65,4,4.62,GH,1675260356
325,guntakal,15.1667,77.3833,26.98,39,28,2.93,IN,1675260357
326,portmore,17.9702,-76.8672,28.92,70,20,1.54,JM,1675259767
327,adrar,20.5022,-10.0711,24.45,7,99,3.81,MR,1675260357
328,aklavik,68.2191,-135.0107,-35.08,100,100,2.84,CA,1675259868
329,nantucket,41.2835,-70.0995,-0.94,87,100,5.14,US,1675260065
330,galesong,-5.3166,119.3661,24.01,83,93,2.38,ID,1675260359
331,marystown,47.1666,-55.1483,-9.04,63,9,5.83,CA,1675260359
332,kieta,-6.2167,155.6333,25.54,88,100,1.75,PG,1675260360
333,saint-francois,46.4154,3.9054,6.69,75,100,4.63,FR,1675260360
334,xiongyue,40.1774,122.1228,-5.43,51,0,4.42,CN,1675260362
335,lahij,13.1667,44.5833,24.46,50,5,5.91,YE,1675260364
336,robertsport,6.7533,-11.3686,27.7,73,2,4.7,LR,1675260365
337,mutuipe,-13.2286,-39.5047,31.11,45,45,2.93,BR,1675260367
338,erenhot,43.6475,111.9767,-11.86,32,5,1.97,CN,1675260370
339,poum,-20.2333,164.0167,26.18,61,98,2.96,NC,1675260371
340,ostrovnoy,68.0531,39.5131,-7.09,91,98,7.8,RU,1675259895
341,kidal,18.4411,1.4078,29.77,5,83,2.92,ML,1675260374
342,ouesso,1.6136,16.0517,32.95,37,77,0.81,CG,1675260375
343,almazar,40.3217,69.0106,5.19,64,100,9.35,UZ,1675260376
344,erzin,36.9559,36.2,9.01,77,100,2.95,TR,1675260378
345,bar harbor,44.3876,-68.2039,-9.49,62,0,2.06,US,1675260379
346,arcachon,44.5875,-1.0519,12.18,58,75,2.06,FR,1675260380
347,los llanos de aridane,28.6585,-17.9182,17.86,75,40,3.09,ES,1675260381
348,piacabucu,-10.4056,-36.4344,30.0,57,47,4.45,BR,1675260384
349,yuci,37.6803,112.7319,-1.14,17,0,4.0,CN,1675260385
350,haapiti,-17.5667,-149.8667,24.84,71,7,7.66,PF,1675260386
351,tabuk,17.4189,121.4443,21.68,91,20,0.75,PH,1675260388
352,vanimo,-2.6741,141.3028,25.75,83,98,0.43,PG,1675260389
353,belmonte,-15.8631,-38.8828,28.97,56,11,2.89,BR,1675260390
354,zalantun,48.0,122.7167,-17.31,71,0,3.86,CN,1675260392
355,zaltan,32.947,11.8665,15.06,50,7,4.66,LY,1675260393
356,beringovskiy,63.05,179.3167,-9.18,95,100,1.19,RU,1675260394
357,sorland,67.667,12.6934,1.92,75,56,1.03,NO,1675260396
358,veraval,20.9,70.3667,23.85,49,83,1.9,IN,1675260397
359,samarai,-10.6167,150.6667,27.28,80,100,3.54,PG,1675260399
360,kirakira,-10.4544,161.9205,26.86,84,33,2.93,SB,1675260399
361,arezzo,43.4724,11.869,12.14,70,88,1.48,IT,1675260400
362,vryburg,-26.9566,24.7284,29.68,34,97,6.43,ZA,1675260401
363,nome,64.5011,-165.4064,-18.96,92,100,0.0,US,1675260401
364,pisco,-13.7,-76.2167,22.23,83,100,2.06,PE,1675259764
365,havoysund,70.9963,24.6622,0.13,71,100,8.93,NO,1675259871
366,ikeda,34.8221,135.4298,8.84,91,92,3.6,JP,1675260402
367,anyang,36.0994,114.3289,2.23,15,100,2.24,CN,1675260403
368,akyab,20.15,92.9,23.26,70,6,4.64,MM,1675260403
369,grenaa,56.4158,10.8783,6.12,96,100,11.26,DK,1675260404
370,lumeje,-11.55,20.7833,27.78,48,33,1.4,AO,1675260404
371,acapulco,16.8634,-99.8901,23.9,69,0,2.57,MX,1675260405
372,sistranda,63.7256,8.834,-3.02,64,63,1.36,NO,1675260406
373,panguna,-6.3164,155.4848,20.53,97,100,1.01,PG,1675260406
374,valdez,1.2492,-78.9831,25.5,83,78,5.23,EC,1675260407
375,rocha,-34.4833,-54.3333,28.36,49,16,5.35,UY,1675260408
376,beyneu,45.3167,55.2,3.09,77,100,4.55,KZ,1675260409
377,san patricio,28.017,-97.5169,3.92,88,100,5.21,US,1675259965
378,mahon,39.8885,4.2658,14.31,62,40,5.14,ES,1675260410
379,kirkland lake,48.1446,-80.0377,-18.57,95,100,1.72,CA,1675260410
380,henties bay,-22.116,14.2845,19.54,78,100,5.85,NA,1675260411
381,oyem,1.5995,11.5793,25.62,64,100,0.76,GA,1675260411
382,saskylakh,71.9167,114.0833,-22.77,98,100,9.22,RU,1675259942
383,ponta delgada,37.7333,-25.6667,15.4,58,20,3.6,PT,1675259943
384,la palma del condado,37.3861,-6.5523,16.74,33,0,1.5,ES,1675260412
385,muyinga,-2.8333,30.3333,22.92,56,58,2.25,BI,1675260413
386,jiazi,22.8779,116.067,18.14,83,6,3.05,CN,1675260413
387,balkanabat,39.5108,54.3671,6.5,89,98,1.88,TM,1675260414
388,rio grande,-32.035,-52.0986,32.06,64,1,4.09,BR,1675260415
389,brae,60.3964,-1.353,4.32,90,100,12.05,GB,1675259915
390,pasighat,28.0667,95.3333,19.76,48,0,2.09,IN,1675260415
391,palmer,42.1584,-72.3287,-3.85,54,20,2.57,US,1675260416
392,loreto,22.2667,-101.9667,9.54,80,7,2.62,MX,1675260166
393,mount gambier,-37.8333,140.7667,13.24,59,100,3.28,AU,1675259980
394,seymchan,62.8833,152.4333,-31.46,100,94,0.56,RU,1675259989
395,namibe,-15.1961,12.1522,24.64,69,86,4.76,AO,1675259998
396,cerete,8.8848,-75.7905,27.06,67,8,2.12,CO,1675260418
397,flinders,-34.5833,150.8552,21.88,80,72,0.95,AU,1675259993
398,riyadh,24.6877,46.7219,22.08,42,21,3.52,SA,1675260169
399,cap-haitien,19.7578,-72.2042,22.97,68,75,2.57,HT,1675260420
400,perth,-31.9333,115.8333,26.48,38,0,6.69,AU,1675260402
401,nokaneng,-19.6667,22.2667,26.09,56,92,0.37,BW,1675260420
402,nanortalik,60.1432,-45.2371,-6.31,92,100,3.64,GL,1675259890
403,lubao,14.9167,120.55,26.04,84,0,1.58,PH,1675260421
404,souillac,-20.5167,57.5167,29.21,70,75,4.63,MU,1675259887
405,narsaq,60.9167,-46.05,-3.88,75,100,2.76,GL,1675260423
406,mahroni,24.5862,78.7288,16.17,26,4,2.28,IN,1675260424
407,bacong,9.2464,123.2956,25.63,91,53,5.25,PH,1675260425
408,kigoma,-4.8769,29.6267,25.91,69,20,2.47,TZ,1675260426
409,shirokiy,49.758,129.523,-23.88,92,11,3.38,RU,1675260427
410,ryotsu,38.0833,138.4333,3.67,63,100,9.94,JP,1675260431
411,matamoros,25.5333,-103.25,12.06,66,75,0.0,MX,1675260417
412,jinka,5.65,36.65,27.85,30,52,2.54,ET,1675260443
413,bara,10.3744,10.7288,34.88,9,53,5.63,NG,1675260126
414,resistencia,-27.4606,-58.9839,34.49,56,0,0.64,AR,1675260444
415,seoul,37.5683,126.9778,-0.34,55,0,4.12,KR,1675259893
416,etchojoa,26.9167,-109.6333,10.5,77,1,1.35,MX,1675260446
417,fortuna,40.5982,-124.1573,2.51,87,0,4.63,US,1675259998
418,christchurch,-43.5333,172.6333,19.39,88,67,5.14,NZ,1675260280
419,nabire,-3.3667,135.4833,25.01,90,100,1.19,ID,1675260450
420,bonavista,48.6499,-53.1147,-8.75,70,95,9.94,CA,1675260452
421,nouadhibou,20.931,-17.0347,18.09,63,65,6.63,MR,1675260454
422,ayan,56.45,138.1667,-23.63,72,93,4.53,RU,1675260458
423,shingu,33.7333,135.9833,10.8,71,100,4.63,JP,1675260459
424,fairbanks,64.8378,-147.7164,-11.02,83,100,1.54,US,1675259977
425,maumere,-8.6199,122.2111,26.61,85,90,1.93,ID,1675259883
426,sur,22.5667,59.5289,21.76,60,29,4.88,OM,1675260460
427,saint-pierre,-21.3393,55.4781,28.82,65,75,7.2,RE,1675260461
428,valinhos,-22.9706,-46.9958,24.87,73,75,2.06,BR,1675260444
429,byron bay,-28.65,153.6167,23.73,89,100,2.22,AU,1675259635
430,kasane,-17.8167,25.15,27.32,57,97,1.5,BW,1675260462
431,aloha,45.4943,-122.8671,1.45,81,0,0.0,US,1675260205
432,tucurui,-3.7661,-49.6725,21.71,98,100,1.17,BR,1675260463
433,talaya,61.3833,152.75,-29.1,100,100,0.67,RU,1675260464
434,san policarpo,12.1791,125.5072,26.9,86,7,5.29,PH,1675260464
435,esso,55.9333,158.7,-23.77,88,17,2.42,RU,1675260465
436,rio tercero,-32.173,-64.1141,25.81,39,28,2.77,AR,1675260466
437,pringsewu,-5.3582,104.9744,24.24,94,99,0.66,ID,1675260466
438,hirado,33.3597,129.5531,9.66,52,100,8.13,JP,1675260467
439,katastarion,37.8333,20.7667,11.97,37,0,3.09,GR,1675260468
440,inuvik,68.3499,-133.7218,-32.58,75,100,0.0,CA,1675260469
441,san lawrenz,36.0553,14.204,14.67,51,1,2.69,MT,1675260469
442,kurya,51.6003,82.2888,-6.91,97,100,1.27,RU,1675260470
443,pando,-34.7167,-55.95,26.22,51,29,5.31,UY,1675260470
444,jibuti,11.5,42.5,24.3,50,6,5.49,DJ,1675260471
445,evensk,61.95,159.2333,-17.04,95,98,3.08,RU,1675260471
446,ilulissat,69.2167,-51.1,-26.52,92,100,1.96,GL,1675259983
447,pangnirtung,66.1451,-65.7125,-28.0,43,20,1.54,CA,1675259947
448,jacksonville,30.3322,-81.6556,19.47,93,40,2.06,US,1675260472
449,mildura,-34.2,142.15,18.37,48,0,5.86,AU,1675260473
450,minab,27.1467,57.0801,20.96,69,7,5.4,IR,1675260474
451,memaliaj,40.3517,19.9803,9.83,45,3,2.16,AL,1675260474
452,mayumba,-3.432,10.6554,28.61,74,31,5.44,GA,1675260475
453,hobyo,5.3505,48.5268,26.16,59,3,9.79,SO,1675260476
454,manzanillo,20.3433,-77.1167,25.67,62,6,6.76,CU,1675260477
455,port keats,-14.25,129.55,26.91,88,100,4.65,AU,1675260478
456,port-cartier,50.0334,-66.8654,-20.18,95,96,1.75,CA,1675259961
457,shimanovsk,52.0,127.7,-21.75,89,9,3.28,RU,1675260478
458,plettenberg bay,-34.0527,23.3716,22.52,76,57,5.79,ZA,1675260479
459,udachnyy,66.4167,112.4,-28.64,75,100,3.74,RU,1675260480
460,strezhevoy,60.7333,77.5889,-9.54,92,100,4.02,RU,1675260480
461,cabo san lucas,22.8909,-109.9124,19.73,81,100,1.54,MX,1675259690
462,hami,42.8,93.45,-3.79,76,94,1.65,CN,1675259944
463,husavik,66.0449,-17.3389,-3.79,89,100,3.46,IS,1675259937
464,oussouye,12.485,-16.5469,33.97,14,7,4.01,SN,1675260483
465,sterling,39.0062,-77.4286,0.48,74,75,7.6,US,1675260336
466,mehamn,71.0357,27.8492,-1.03,86,75,6.17,NO,1675259915
467,tecoanapa,16.5167,-98.75,23.0,62,0,2.09,MX,1675260487
468,haines junction,60.7522,-137.5108,-18.59,100,100,0.47,CA,1675260488
469,moose factory,51.2585,-80.6094,-32.96,100,99,1.05,CA,1675260489
470,vestmannaeyjar,63.4427,-20.2734,1.55,75,20,3.6,IS,1675259939
471,jumla,29.2747,82.1838,3.01,34,0,1.79,NP,1675260493
472,kruisfontein,-34.0033,24.7314,26.6,58,12,11.26,ZA,1675260494
473,ulaanbaatar,47.9077,106.8832,-25.93,76,0,1.0,MN,1675260487
474,piriyapatna,12.3397,76.0992,22.34,43,100,2.44,IN,1675260496
475,nicoya,10.1483,-85.452,25.95,63,9,5.08,CR,1675260498
476,chekhov,55.1431,37.4711,0.08,93,100,3.27,RU,1675260499
477,dhola,21.8833,71.7833,23.9,24,57,4.49,IN,1675260501
478,bac lieu,9.285,105.7244,25.47,80,100,1.94,VN,1675260503
479,sisimiut,66.9395,-53.6735,-20.88,85,64,3.26,GL,1675260504
480,mao,39.8885,4.2658,14.31,62,40,5.14,ES,1675260508
481,puerto escondido,15.85,-97.0667,22.46,88,0,3.09,MX,1675260511
482,bozhou,33.8772,115.7703,4.24,31,100,4.9,CN,1675260514
483,san ciro de acosta,21.6333,-99.8167,15.86,93,86,1.26,MX,1675260516
484,egvekinot,66.3167,-179.1667,-9.34,97,100,1.18,RU,1675260518
485,bam,29.106,58.357,16.77,45,1,4.99,IR,1675260519
486,macau,22.2006,113.5461,21.59,88,0,1.54,MO,1675260520
487,dedougou,12.4667,-3.4667,34.88,5,100,2.86,BF,1675260521
488,batticaloa,7.7102,81.6924,24.63,83,100,10.89,LK,1675260521
489,zhigansk,66.7697,123.3711,-30.23,97,100,6.06,RU,1675259970
490,esperance,-33.8667,121.9,15.79,65,4,4.16,AU,1675260522
491,santa maria,-29.6842,-53.8069,28.61,61,0,2.06,BR,1675259920
492,saint-jean-port-joli,47.2171,-70.2658,-15.85,94,91,6.4,CA,1675260523
493,deputatskiy,69.3,139.9,-31.7,97,98,1.83,RU,1675259926
494,cabedelo,-6.9811,-34.8339,30.37,61,93,5.11,BR,1675260524
495,kulykivka,51.3735,31.6466,-0.81,93,100,5.34,UA,1675260525
496,ribeira grande,38.5167,-28.7,16.22,67,20,3.09,PT,1675260525
497,baykit,61.67,96.37,-23.57,100,100,1.0,RU,1675259947
498,barra do garcas,-15.89,-52.2567,29.32,65,20,0.0,BR,1675260296
499,glinka,54.6404,32.8781,-2.16,83,100,5.0,RU,1675260526
500,tambacounda,13.7539,-13.7586,36.5,6,16,2.83,SN,1675260527
501,sochi,43.6,39.7303,9.05,87,100,5.86,RU,1675260527
502,porangatu,-13.4408,-49.1486,29.37,63,33,0.82,BR,1675260528
503,kupino,54.3663,77.2981,-21.92,96,7,0.88,RU,1675260528
504,gunjur,13.2019,-16.7339,25.74,37,38,6.27,GM,1675260529
505,komsomolskiy,40.4272,71.7189,3.4,60,100,0.0,UZ,1675260530
506,el jicaro,14.9167,-89.9,23.64,79,84,0.87,GT,1675260530
507,mpika,-11.8343,31.4529,22.81,80,67,2.6,ZM,1675260531
508,tamiahua,21.2667,-97.45,17.86,93,100,6.99,MX,1675260531
509,turayf,31.6725,38.6637,11.62,38,7,10.0,SA,1675260532
510,sirjan,29.452,55.6814,10.26,59,78,7.22,IR,1675260532
511,atbasar,51.8,68.3333,-18.96,93,97,2.1,KZ,1675260268
512,cedar city,37.6775,-113.0619,-16.46,78,0,2.06,US,1675260485
513,alyangula,-13.8483,136.4192,29.17,79,100,4.89,AU,1675260534
514,staryy nadym,65.6118,72.6842,-13.64,96,13,4.69,RU,1675260534
515,sao carlos,-22.0175,-47.8908,23.6,79,100,2.02,BR,1675260391
516,jackson,42.4165,-122.8345,7.58,80,0,1.54,US,1675260535
517,abu dhabi,24.4667,54.3667,26.06,37,0,2.57,AE,1675260512
518,grand-lahou,5.1367,-5.0242,30.14,61,67,3.99,CI,1675260536
519,maua,-23.6678,-46.4614,26.16,70,100,3.74,BR,1675260536
520,san clemente,33.427,-117.612,12.8,40,1,1.34,US,1675260538
521,longyearbyen,78.2186,15.6401,-10.09,73,20,6.69,SJ,1675259954
522,kendari,-3.945,122.4989,25.98,88,100,2.18,ID,1675260538
523,monroe,43.1501,-77.6831,-7.47,70,75,3.09,US,1675260539
524,linxia,35.6003,103.2064,-4.06,33,100,0.98,CN,1675260540
525,mokhsogollokh,61.4681,128.9203,-27.18,97,100,1.68,RU,1675260540
526,port-gentil,-0.7193,8.7815,27.5,80,48,6.73,GA,1675260541
527,sao gabriel da cachoeira,-0.1303,-67.0892,25.29,80,100,0.51,BR,1675260542
528,luderitz,-26.6481,15.1594,23.64,56,0,12.38,NA,1675259976
529,nemuro,43.3236,145.575,-0.56,88,100,8.3,JP,1675260545
530,key west,24.5557,-81.7826,26.67,82,0,3.6,US,1675260413
531,ritchie,-29.038,24.6028,32.48,21,19,3.23,ZA,1675260547
532,sfantu gheorghe,45.8667,25.7833,1.07,90,93,6.75,RO,1675260549
533,calbuco,-41.768,-73.1273,13.56,73,34,4.93,CL,1675260550
534,gunnedah,-30.9833,150.25,24.37,42,81,1.7,AU,1675260552
535,fos-sur-mer,43.4377,4.9446,14.15,47,0,12.86,FR,1675260554
536,shahreza,32.0339,51.8794,5.32,72,36,3.88,IR,1675260555
537,balykshi,47.0667,51.8667,0.0,51,0,3.0,KZ,1675260556
538,wilhelmsburg,48.1057,15.6054,7.03,83,90,9.13,AT,1675260558
539,nagato,34.3833,131.2,8.56,56,100,8.18,JP,1675260560
540,cassilandia,-19.1133,-51.7342,25.77,76,92,2.1,BR,1675260561
541,kutum,14.2,24.6667,29.63,10,87,4.39,SD,1675260563
542,marang,5.2056,103.2059,24.66,88,100,3.35,MY,1675260564
543,bandar-e lengeh,26.5579,54.8807,21.4,59,4,0.78,IR,1675260565
544,mount isa,-20.7333,139.5,25.87,94,40,0.0,AU,1675260568
545,balingasay,16.3573,119.8564,26.29,71,0,6.08,PH,1675260570
546,heyang,26.1011,107.473,10.13,88,100,1.32,CN,1675260574
547,skjervoy,70.0311,20.9714,-4.0,75,57,2.92,NO,1675260577
548,steamboat springs,40.485,-106.8317,-14.05,82,100,0.0,US,1675260578
549,honiara,-9.4333,159.95,25.78,87,85,0.79,SB,1675260332
550,sidney,-33.8679,151.2073,22.97,79,75,3.6,AU,1675260286
551,krasnoselkup,65.7,82.4667,-10.74,94,100,7.65,RU,1675260580
552,saint-joseph,-21.3667,55.6167,28.21,78,32,4.83,RE,1675260580
553,darhan,49.4867,105.9228,-22.95,96,5,2.19,MN,1675260581
554,vra,57.3476,9.9515,5.97,86,100,10.15,DK,1675260581
555,awjilah,29.1081,21.2869,17.27,35,13,6.82,LY,1675260583
556,angoram,-4.0625,144.0661,23.96,96,100,0.62,PG,1675260584
557,rorvik,64.8621,11.2373,-0.94,100,100,1.54,NO,1675260584
558,cap malheureux,-19.9842,57.6142,28.59,71,100,2.68,MU,1675260585
559,saint-augustin,51.226,-58.6502,-21.26,75,3,2.99,CA,1675260585
560,bulgan,48.8125,103.5347,-19.31,93,8,1.84,MN,1675260586
561,senekal,-28.3197,27.6208,25.89,41,77,3.37,ZA,1675260586
562,divnomorskoye,44.5011,38.1353,6.72,76,100,2.48,RU,1675260587
563,peabiru,-23.9128,-52.3431,21.97,94,100,2.56,BR,1675260587
564,biak,-0.9131,122.8766,24.49,88,100,1.88,ID,1675260588
565,takoradi,4.8845,-1.7554,29.16,66,8,4.66,GH,1675260588
566,whitehorse,60.7161,-135.0538,-18.52,100,98,0.42,CA,1675260589
567,oranjestad,12.524,-70.027,25.3,75,10,7.04,AW,1675260590
568,kampot,10.6167,104.1833,25.03,71,92,2.12,KH,1675260590
569,petropavlovsk-kamchatskiy,53.0452,158.6483,-16.79,71,10,4.79,RU,1675260591
570,marihatag,8.7936,126.2969,24.88,91,66,2.67,PH,1675260592
571,ibadan,7.3878,3.8964,38.56,17,4,1.94,NG,1675260592
572,wajir,1.7471,40.0573,35.32,26,1,2.27,KE,1675260593
573,jishou,28.3167,109.7167,12.2,40,100,4.76,CN,1675260593
574,okitipupa,6.5047,4.7839,38.03,26,0,2.68,NG,1675260594
575,novobureyskiy,49.798,129.8774,-28.33,99,39,0.61,RU,1675260594
576,inirida,3.8653,-67.9239,28.1,52,98,1.38,CO,1675260595
577,chapais,49.7834,-74.8492,-20.12,95,100,0.01,CA,1675259997
578,tilichiki,60.4667,166.1,-11.28,95,100,2.53,RU,1675260596
579,elko,41.0002,-115.5012,-18.53,80,29,0.45,US,1675260558
580,inta,66.0317,60.1659,-5.17,83,98,7.28,RU,1675260596
581,manthani,18.65,79.6667,26.24,31,20,3.86,IN,1675260597
582,meulaboh,4.1363,96.1285,26.35,77,99,1.41,ID,1675260597
583,lang son,21.8333,106.7333,16.51,88,1,1.14,VN,1675260598
584,san roque,36.2107,-5.3842,14.46,67,20,5.14,ES,1675260599
585,krasnogvardeyskoye,45.8456,41.5186,4.64,68,100,0.96,RU,1675260599
586,sulangan,11.1373,123.7228,27.06,82,36,6.29,PH,1675260600
587,maarianhamina,60.0973,19.9348,-0.08,80,0,1.54,AX,1675260600
588,westport,41.1415,-73.3579,-0.96,58,0,4.12,US,1675260601
